#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Igf2	Cdh2	2112474	2096201	10090.ENSMUSP00000114076	10090.ENSMUSP00000025166	0	0	0	0	0	0	0	0.540	0.540
Bmpr2	Prkg1	2107700	2105868	10090.ENSMUSP00000084701	10090.ENSMUSP00000073268	0	0	0	0	0	0.507	0	0.107	0.540
Pecam1	Pdgfb	2107015	2093117	10090.ENSMUSP00000079664	10090.ENSMUSP00000000500	0	0	0	0	0	0	0	0.540	0.540
Tro	Phb2	2107683	2093597	10090.ENSMUSP00000084513	10090.ENSMUSP00000004375	0	0	0	0	0	0	0	0.540	0.540
Usp14	Ube3b	2108302	2105924	10090.ENSMUSP00000089728	10090.ENSMUSP00000073652	0	0	0	0	0	0.266	0	0.398	0.539
Mad2l1	Kif2c	2110075	2104499	10090.ENSMUSP00000098897	10090.ENSMUSP00000064261	0	0	0	0	0	0.365	0	0.304	0.539
Cpne5	ENSMUSG00000021807	2096093	2095473	10090.ENSMUSP00000024805	10090.ENSMUSP00000022341	0	0	0	0	0	0	0	0.538	0.538
Sugt1	Gnb3	2102636	2096026	10090.ENSMUSP00000052942	10090.ENSMUSP00000024206	0	0	0	0	0	0.265	0	0.398	0.538
Actg2	Cfdp1	2106112	2099120	10090.ENSMUSP00000074658	10090.ENSMUSP00000034432	0	0	0	0	0	0.536	0	0.046	0.538
Atr	Orc2	2099316	2096821	10090.ENSMUSP00000034980	10090.ENSMUSP00000027198	0	0	0	0	0	0.338	0	0.330	0.537
Cpne7	Sgpp2	2100695	2099649	10090.ENSMUSP00000042159	10090.ENSMUSP00000036656	0	0	0	0	0	0	0	0.537	0.537
Irf9	Tbk1	2112825	2094831	10090.ENSMUSP00000120525	10090.ENSMUSP00000020316	0	0	0	0	0	0	0	0.537	0.537
Gm7536	Rpsa	2106465	2099357	10090.ENSMUSP00000076607	10090.ENSMUSP00000035105	0	0	0	0	0	0.416	0	0.239	0.536
Gm10335	Rpsa	2108925	2099357	10090.ENSMUSP00000093719	10090.ENSMUSP00000035105	0	0	0	0	0	0.416	0	0.239	0.536
Dnaja3	Hsp90aa1	2102787	2095266	10090.ENSMUSP00000053842	10090.ENSMUSP00000021698	0	0	0	0	0	0.169	0	0.465	0.536
Jun	Il13	2102864	2094935	10090.ENSMUSP00000054270	10090.ENSMUSP00000020650	0	0	0	0	0	0	0	0.536	0.536
Gm1553	Bpifb9b	2114631	2107881	10090.ENSMUSP00000135907	10090.ENSMUSP00000086311	0	0	0	0	0	0	0	0.535	0.535
Car1	Lnx1	2108593	2107663	10090.ENSMUSP00000091925	10090.ENSMUSP00000084405	0	0	0	0	0	0.535	0	0	0.535
Gnai1	Shoc2	2106032	2096464	10090.ENSMUSP00000074259	10090.ENSMUSP00000025932	0	0	0	0	0	0.133	0	0.486	0.535
Nsmce2	Jarid2	2106838	2099870	10090.ENSMUSP00000078641	10090.ENSMUSP00000037774	0	0	0	0	0	0.535	0	0	0.535
Usp14	Gabra1	2108302	2094956	10090.ENSMUSP00000089728	10090.ENSMUSP00000020707	0	0	0	0	0	0.535	0	0	0.535
Tek	Myst3	2110387	2099943	10090.ENSMUSP00000099862	10090.ENSMUSP00000038181	0	0	0	0	0	0.524	0	0.062	0.535
Bub3	Mxd3	2107328	2095344	10090.ENSMUSP00000081547	10090.ENSMUSP00000021941	0	0	0	0	0	0	0	0.534	0.534
Aco1	Idh1	2110475	2109161	10090.ENSMUSP00000100038	10090.ENSMUSP00000095316	0	0	0	0	0	0.062	0	0.522	0.532
Slc39a3	Slc30a3	2103346	2098051	10090.ENSMUSP00000057094	10090.ENSMUSP00000031037	0	0	0	0	0	0	0	0.531	0.531
Cyp20a1	Ch25h	2102278	2102073	10090.ENSMUSP00000050823	10090.ENSMUSP00000049683	0	0	0	0	0	0.315	0	0.343	0.530
Cyp26c1	Ch25h	2105834	2102073	10090.ENSMUSP00000073105	10090.ENSMUSP00000049683	0	0	0	0	0	0.315	0	0.343	0.530
Sgce	Casd1	2112129	2094261	10090.ENSMUSP00000111240	10090.ENSMUSP00000015333	0	0	0	0	0	0	0	0.528	0.528
Ppia	Sumo2	2112688	2112537	10090.ENSMUSP00000117987	10090.ENSMUSP00000115044	0	0	0	0	0	0.528	0	0	0.528
Cenpl	Cenpc1	2111552	2098094	10090.ENSMUSP00000107245	10090.ENSMUSP00000031170	0	0	0	0	0	0.210	0	0.427	0.527
Gm4340	Ddx19b	2114038	2104853	10090.ENSMUSP00000130793	10090.ENSMUSP00000066806	0	0	0	0	0	0.369	0	0.281	0.526
Rpl23a	Gm8973	2110240	2106868	10090.ENSMUSP00000099541	10090.ENSMUSP00000078747	0	0	0	0	0	0.489	0	0.107	0.524
Gm10335	Gm8973	2108925	2106868	10090.ENSMUSP00000093719	10090.ENSMUSP00000078747	0	0	0	0	0	0.489	0	0.107	0.524
Rpl23a	Gm5745	2110240	2107439	10090.ENSMUSP00000099541	10090.ENSMUSP00000082452	0	0	0	0	0	0.489	0	0.107	0.524
Lrrc8b	Gnai1	2111685	2106032	10090.ENSMUSP00000108327	10090.ENSMUSP00000074259	0	0	0	0	0	0.133	0	0.470	0.520
Gnai1	Rtn4rl2	2106032	2103442	10090.ENSMUSP00000074259	10090.ENSMUSP00000057725	0	0	0	0	0	0.133	0	0.470	0.520
Gnai1	Lrrd1	2106032	2100042	10090.ENSMUSP00000074259	10090.ENSMUSP00000038675	0	0	0	0	0	0.133	0	0.470	0.520
Lrrc4c	Gnai1	2113123	2106032	10090.ENSMUSP00000125218	10090.ENSMUSP00000074259	0	0	0	0	0	0.133	0	0.470	0.520
Lyrm2	Lyrm5	2104047	2100188	10090.ENSMUSP00000061451	10090.ENSMUSP00000039433	0	0	0	0	0	0	0	0.520	0.520
Syncrip	Tardbp	2114469	2107284	10090.ENSMUSP00000133649	10090.ENSMUSP00000081142	0	0	0	0	0	0.167	0	0.448	0.520
Gm3550	Gm8973	2110572	2106868	10090.ENSMUSP00000100655	10090.ENSMUSP00000078747	0	0	0	0	0	0.318	0	0.325	0.519
Rtn4rl2	Sugt1	2103442	2102636	10090.ENSMUSP00000057725	10090.ENSMUSP00000052942	0	0	0	0	0	0.340	0	0.301	0.518
Lrrc4c	Sugt1	2113123	2102636	10090.ENSMUSP00000125218	10090.ENSMUSP00000052942	0	0	0	0	0	0.340	0	0.301	0.518
Sugt1	Shoc2	2102636	2096464	10090.ENSMUSP00000052942	10090.ENSMUSP00000025932	0	0	0	0	0	0.340	0	0.301	0.518
Lrit1	Sugt1	2112458	2102636	10090.ENSMUSP00000113964	10090.ENSMUSP00000052942	0	0	0	0	0	0.340	0	0.301	0.518
Sugt1	Lrrd1	2102636	2100042	10090.ENSMUSP00000052942	10090.ENSMUSP00000038675	0	0	0	0	0	0.340	0	0.301	0.518
Sugt1	Lgr5	2102636	2094842	10090.ENSMUSP00000052942	10090.ENSMUSP00000020350	0	0	0	0	0	0.340	0	0.301	0.518
Lrrc8b	Sugt1	2111685	2102636	10090.ENSMUSP00000108327	10090.ENSMUSP00000052942	0	0	0	0	0	0.340	0	0.301	0.518
Mrpl15	Gm5745	2112558	2107439	10090.ENSMUSP00000115512	10090.ENSMUSP00000082452	0	0	0	0	0	0.493	0	0.089	0.518
Mrpl15	Gm8973	2112558	2106868	10090.ENSMUSP00000115512	10090.ENSMUSP00000078747	0	0	0	0	0	0.493	0	0.089	0.518
Gm7536	Rps26	2106465	2096602	10090.ENSMUSP00000076607	10090.ENSMUSP00000026420	0	0	0	0	0	0.491	0	0.090	0.517
Abcg2	Acaca	2098315	2094986	10090.ENSMUSP00000031822	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.516	0.516
Ptn	Pten	2110112	2094170	10090.ENSMUSP00000099073	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.516	0.516
Bet1	Sar1a	2101175	2094819	10090.ENSMUSP00000044877	10090.ENSMUSP00000020285	0	0	0	0	0	0.224	0	0.401	0.515
Yars	Txnrd3	2093226	2093155	10090.ENSMUSP00000001365	10090.ENSMUSP00000000828	0	0	0	0	0	0	0	0.514	0.514
Mapk4	Map3k6	2108273	2097927	10090.ENSMUSP00000089462	10090.ENSMUSP00000030677	0	0	0	0.639	0	0.418	0	0.481	0.514
Msl2	Myst3	2107426	2099943	10090.ENSMUSP00000082270	10090.ENSMUSP00000038181	0	0	0	0	0	0.319	0	0.316	0.514
Fam175a	Cops6	2103145	2094673	10090.ENSMUSP00000055895	10090.ENSMUSP00000019638	0	0	0	0	0	0.514	0	0	0.514
Gm3550	Gm7536	2110572	2106465	10090.ENSMUSP00000100655	10090.ENSMUSP00000076607	0	0	0	0	0	0.490	0	0.084	0.512
Nop58	Nufip1	2096815	2095546	10090.ENSMUSP00000027174	10090.ENSMUSP00000022586	0	0	0	0	0	0.067	0	0.498	0.512
Dennd5a	Fam120c	2106961	2105829	10090.ENSMUSP00000079295	10090.ENSMUSP00000073082	0	0	0	0	0	0	0	0.512	0.512
Rpl23a	Pes1	2110240	2094954	10090.ENSMUSP00000099541	10090.ENSMUSP00000020705	0	0	0	0	0	0.347	0	0.282	0.511
Gnai1	Kras	2106032	2098474	10090.ENSMUSP00000074259	10090.ENSMUSP00000032399	0	0	0	0	0	0.167	0	0.437	0.511
Scn5a	Kcna6	2104762	2099691	10090.ENSMUSP00000066228	10090.ENSMUSP00000036872	0	0	0	0	0	0.340	0	0.288	0.510
Irf9	Gm12597	2112825	2110396	10090.ENSMUSP00000120525	10090.ENSMUSP00000099873	0	0	0	0	0	0	0	0.510	0.510
Ddx20	Snrpd1	2108109	2093392	10090.ENSMUSP00000088176	10090.ENSMUSP00000002551	0	0	0	0	0	0.110	0	0.471	0.509
Ywhaz	Hsp90aa1	2095659	2095266	10090.ENSMUSP00000022894	10090.ENSMUSP00000021698	0	0	0	0	0	0.100	0	0.475	0.507
Nkiras1	Nans	2112883	2097721	10090.ENSMUSP00000121496	10090.ENSMUSP00000030018	0	0	0	0	0	0	0	0.507	0.507
Rps27a	Gm10335	2110414	2108925	10090.ENSMUSP00000099908	10090.ENSMUSP00000093719	0	0	0	0	0	0.491	0	0.071	0.506
Lrit1	Gnb3	2112458	2096026	10090.ENSMUSP00000113964	10090.ENSMUSP00000024206	0	0	0	0	0	0.114	0	0.466	0.506
Fgf4	Inhba	2103297	2101745	10090.ENSMUSP00000056752	10090.ENSMUSP00000047894	0	0	0	0	0	0	0	0.506	0.506
Cyp26c1	Sigmar1	2105834	2103169	10090.ENSMUSP00000073105	10090.ENSMUSP00000056027	0	0	0	0	0	0.212	0	0.398	0.505
Gm10335	Rps26	2108925	2096602	10090.ENSMUSP00000093719	10090.ENSMUSP00000026420	0	0	0	0	0	0.491	0	0.069	0.505
Atp5g1	mt-Cytb	2108090	2107259	10090.ENSMUSP00000088029	10090.ENSMUSP00000081003	0	0	0	0	0	0	0	0.505	0.505
Mapk4	Hsf4	2108273	2101950	10090.ENSMUSP00000089462	10090.ENSMUSP00000048904	0	0	0	0	0	0.167	0	0.431	0.505
Bub3	Cenpc1	2107328	2098094	10090.ENSMUSP00000081547	10090.ENSMUSP00000031170	0	0	0	0	0	0.210	0	0.400	0.505
Sigmar1	Cyp20a1	2103169	2102278	10090.ENSMUSP00000056027	10090.ENSMUSP00000050823	0	0	0	0	0	0.212	0	0.398	0.505
Aco1	Glrx5	2110475	2095204	10090.ENSMUSP00000100038	10090.ENSMUSP00000021522	0	0	0	0	0	0	0	0.504	0.504
Msl3	Hdac10	2111619	2107227	10090.ENSMUSP00000107765	10090.ENSMUSP00000080832	0	0	0	0	0	0.350	0	0.269	0.504
Hsp90aa1	Pten	2095266	2094170	10090.ENSMUSP00000021698	10090.ENSMUSP00000013807	0	0	0	0	0	0.042	0	0.502	0.503
Hsp90aa1	Acaca	2095266	2094986	10090.ENSMUSP00000021698	10090.ENSMUSP00000020843	0	0	0	0	0	0.068	0	0.489	0.503
Gm10036	Ndufs7	2106844	2094843	10090.ENSMUSP00000078670	10090.ENSMUSP00000020361	0	0	0	0	0	0.503	0	0	0.503
Gm7589	Ndufs7	2107473	2094843	10090.ENSMUSP00000082771	10090.ENSMUSP00000020361	0	0	0	0	0	0.503	0	0	0.503
Gm5093	Ndufs7	2113554	2094843	10090.ENSMUSP00000127966	10090.ENSMUSP00000020361	0	0	0	0	0	0.503	0	0	0.503
Eef1a1	Rpsa	2100750	2099357	10090.ENSMUSP00000042457	10090.ENSMUSP00000035105	0	0	0	0	0	0.425	0	0.171	0.503
Usp14	Rad23a	2108302	2093554	10090.ENSMUSP00000089728	10090.ENSMUSP00000003911	0	0	0	0	0	0.168	0	0.426	0.502
Gnai1	Rgs5	2106032	2097072	10090.ENSMUSP00000074259	10090.ENSMUSP00000027997	0	0	0	0	0	0.424	0	0.170	0.502
Jarid2	Pten	2099870	2094170	10090.ENSMUSP00000037774	10090.ENSMUSP00000013807	0	0	0	0	0	0	0	0.501	0.501
Bmpr2	Hsp90aa1	2107700	2095266	10090.ENSMUSP00000084701	10090.ENSMUSP00000021698	0	0	0	0	0	0.425	0	0.168	0.501
Ppia	Pck2	2112688	2100015	10090.ENSMUSP00000117987	10090.ENSMUSP00000038555	0	0	0	0	0	0.491	0	0.059	0.501
Tpr	Nup160	2112673	2103726	10090.ENSMUSP00000117616	10090.ENSMUSP00000059289	0	0	0	0	0	0	0	0.499	0.499
Stam	Chmp6	2110465	2096607	10090.ENSMUSP00000100025	10090.ENSMUSP00000026434	0	0	0	0	0	0	0	0.498	0.498
Mad2l1	Atr	2110075	2099316	10090.ENSMUSP00000098897	10090.ENSMUSP00000034980	0	0	0	0	0	0.358	0	0.250	0.497
Jun	Inhba	2102864	2101745	10090.ENSMUSP00000054270	10090.ENSMUSP00000047894	0	0	0	0	0	0	0	0.495	0.495
Lrrc4c	Gnb3	2113123	2096026	10090.ENSMUSP00000125218	10090.ENSMUSP00000024206	0	0	0	0	0	0.114	0	0.453	0.495
Cdh2	Ednrb	2096201	2095606	10090.ENSMUSP00000025166	10090.ENSMUSP00000022718	0	0	0	0	0	0	0	0.495	0.495
Rap1a	Gnb3	2108107	2096026	10090.ENSMUSP00000088174	10090.ENSMUSP00000024206	0	0	0	0	0	0.317	0	0.290	0.494
Actg2	Myst3	2106112	2099943	10090.ENSMUSP00000074658	10090.ENSMUSP00000038181	0	0	0	0	0	0.319	0	0.287	0.493
Lrit1	Rap1a	2112458	2108107	10090.ENSMUSP00000113964	10090.ENSMUSP00000088174	0	0	0	0	0	0.115	0	0.451	0.493
Lrit1	Kras	2112458	2098474	10090.ENSMUSP00000113964	10090.ENSMUSP00000032399	0	0	0	0	0	0.115	0	0.451	0.493
Lrit1	Rheb	2112458	2097962	10090.ENSMUSP00000113964	10090.ENSMUSP00000030787	0	0	0	0	0	0.115	0	0.451	0.493
Dnahc7a	Yars	2108718	2093226	10090.ENSMUSP00000092571	10090.ENSMUSP00000001365	0	0	0	0	0	0.494	0	0	0.493
Nop58	Hsp90aa1	2096815	2095266	10090.ENSMUSP00000027174	10090.ENSMUSP00000021698	0	0	0	0	0	0.065	0	0.479	0.492
Dnahc7a	Actg2	2108718	2106112	10090.ENSMUSP00000092571	10090.ENSMUSP00000074658	0	0	0	0	0	0.115	0	0.450	0.492
Rps23	Rplp1	2102909	2093941	10090.ENSMUSP00000054490	10090.ENSMUSP00000008036	0	0	0	0	0	0.491	0	0	0.491
Gtpbp10	Gm10335	2112107	2108925	10090.ENSMUSP00000111101	10090.ENSMUSP00000093719	0	0	0	0	0	0.404	0	0.181	0.491
Gtpbp10	Rpl23a	2112107	2110240	10090.ENSMUSP00000111101	10090.ENSMUSP00000099541	0	0	0	0	0	0.404	0	0.181	0.491
Rps27a	Rplp1	2110414	2093941	10090.ENSMUSP00000099908	10090.ENSMUSP00000008036	0	0	0	0	0	0.491	0	0	0.491
Wnt9a	Fgf16	2111153	2098818	10090.ENSMUSP00000104411	10090.ENSMUSP00000033581	0	0	0	0	0	0.115	0	0.448	0.491
Rnaset2a	Suclg2	2109098	2106874	10090.ENSMUSP00000095031	10090.ENSMUSP00000078774	0	0	0	0	0	0.491	0	0	0.491
Cdh2	Mrpl49	2096201	2093913	10090.ENSMUSP00000025166	10090.ENSMUSP00000007482	0	0	0	0	0	0.491	0	0	0.491
Txnl1	Ero1l	2096307	2095483	10090.ENSMUSP00000025476	10090.ENSMUSP00000022378	0	0	0	0	0	0	0	0.490	0.490
Tab2	Tbk1	2112869	2094831	10090.ENSMUSP00000121266	10090.ENSMUSP00000020316	0	0	0	0	0	0.101	0	0.456	0.490
Tpr	Nup205	2112673	2100229	10090.ENSMUSP00000117616	10090.ENSMUSP00000039656	0	0	0	0	0	0.166	0	0.414	0.490
Actr3	Coro1c	2096947	2093624	10090.ENSMUSP00000027579	10090.ENSMUSP00000004646	0	0	0	0	0	0.418	0	0.158	0.489
Fam120c	Ybey	2105829	2101331	10090.ENSMUSP00000073082	10090.ENSMUSP00000045647	0	0	0	0	0	0	0	0.490	0.489
Scn11a	Kcna6	2104661	2099691	10090.ENSMUSP00000065466	10090.ENSMUSP00000036872	0	0	0	0	0	0.340	0	0.256	0.488
Nup98	Ddx19b	2105072	2104853	10090.ENSMUSP00000068530	10090.ENSMUSP00000066806	0	0	0	0	0	0.233	0	0.360	0.488
Tek	Pten	2110387	2094170	10090.ENSMUSP00000099862	10090.ENSMUSP00000013807	0	0	0	0	0	0.168	0	0.409	0.487
Cdkn2c	Kras	2105327	2098474	10090.ENSMUSP00000070313	10090.ENSMUSP00000032399	0	0	0	0	0	0.115	0	0.443	0.486
Xrcc5	Rfc4	2096880	2095884	10090.ENSMUSP00000027379	10090.ENSMUSP00000023598	0	0	0	0	0	0.400	0	0.178	0.486
Gm8420	Rpsa	2114162	2099357	10090.ENSMUSP00000131518	10090.ENSMUSP00000035105	0	0	0	0	0	0.309	0	0.288	0.486
Rap1a	Shoc2	2108107	2096464	10090.ENSMUSP00000088174	10090.ENSMUSP00000025932	0	0	0	0	0	0.115	0	0.442	0.485
Fbxo47	Fbxo46	2108521	2103108	10090.ENSMUSP00000091471	10090.ENSMUSP00000055692	0	0	0	0	0	0	0	0.486	0.485
Btaf1	Atr	2109616	2099316	10090.ENSMUSP00000097093	10090.ENSMUSP00000034980	0	0	0	0	0	0.175	0	0.402	0.485
Ifi47	Kras	2100664	2098474	10090.ENSMUSP00000041975	10090.ENSMUSP00000032399	0	0	0	0	0	0	0	0.486	0.485
Igf2	Abcg2	2112474	2098315	10090.ENSMUSP00000114076	10090.ENSMUSP00000031822	0	0	0	0	0	0	0	0.484	0.484
Prdx4	Acaca	2096582	2094986	10090.ENSMUSP00000026328	10090.ENSMUSP00000020843	0	0	0	0	0	0	0	0.484	0.484
Gnb3	Lgr5	2096026	2094842	10090.ENSMUSP00000024206	10090.ENSMUSP00000020350	0	0	0	0	0	0.114	0	0.442	0.484
Rap1a	Gnai1	2108107	2106032	10090.ENSMUSP00000088174	10090.ENSMUSP00000074259	0	0	0	0	0	0.167	0	0.406	0.484
Lrrc8b	Gnb3	2111685	2096026	10090.ENSMUSP00000108327	10090.ENSMUSP00000024206	0	0	0	0	0	0.114	0	0.441	0.483
Rpsa	Rpl10	2099357	2093973	10090.ENSMUSP00000035105	10090.ENSMUSP00000008826	0	0	0	0	0	0.349	0	0.239	0.483
Rtn4rl2	Sgpp2	2103442	2099649	10090.ENSMUSP00000057725	10090.ENSMUSP00000036656	0	0	0	0	0	0	0	0.484	0.483
Rtn4rl2	Gnb3	2103442	2096026	10090.ENSMUSP00000057725	10090.ENSMUSP00000024206	0	0	0	0	0	0.114	0	0.441	0.483
Naa15	Sat1	2097467	2096578	10090.ENSMUSP00000029303	10090.ENSMUSP00000026318	0	0	0	0	0	0.484	0	0	0.483
Lrrd1	Gnb3	2100042	2096026	10090.ENSMUSP00000038675	10090.ENSMUSP00000024206	0	0	0	0	0	0.114	0	0.441	0.483
Gm10036	Rps26	2106844	2096602	10090.ENSMUSP00000078670	10090.ENSMUSP00000026420	0	0	0	0	0	0.344	0	0.245	0.483
Jun	Cst8	2102864	2097355	10090.ENSMUSP00000054270	10090.ENSMUSP00000028931	0	0	0	0	0	0	0	0.484	0.483
Shoc2	Gnb3	2096464	2096026	10090.ENSMUSP00000025932	10090.ENSMUSP00000024206	0	0	0	0	0	0.114	0	0.441	0.483
Gm5093	Rps26	2113554	2096602	10090.ENSMUSP00000127966	10090.ENSMUSP00000026420	0	0	0	0	0	0.344	0	0.245	0.483
Gm7589	Rps26	2107473	2096602	10090.ENSMUSP00000082771	10090.ENSMUSP00000026420	0	0	0	0	0	0.344	0	0.245	0.483
Cdc40	Nop58	2101072	2096815	10090.ENSMUSP00000044305	10090.ENSMUSP00000027174	0	0	0	0	0	0	0	0.482	0.482
E2f1	Kras	2110194	2098474	10090.ENSMUSP00000099434	10090.ENSMUSP00000032399	0	0	0	0	0	0.058	0	0.472	0.481
Haus8	Ndc80	2100435	2096108	10090.ENSMUSP00000040802	10090.ENSMUSP00000024851	0	0	0	0	0	0	0	0.481	0.481
Pou5f1	Cdh2	2096242	2096201	10090.ENSMUSP00000025271	10090.ENSMUSP00000025166	0	0	0	0	0	0	0	0.481	0.481
Prdx4	Hsp90aa1	2096582	2095266	10090.ENSMUSP00000026328	10090.ENSMUSP00000021698	0	0	0	0	0	0	0	0.480	0.480
Uba3	Prdx4	2107932	2096582	10090.ENSMUSP00000086701	10090.ENSMUSP00000026328	0	0	0	0	0	0.317	0	0.270	0.480
Pecam1	Eln	2107015	2094248	10090.ENSMUSP00000079664	10090.ENSMUSP00000015138	0	0	0	0	0	0	0	0.480	0.480
Nop58	Ddx50	2096815	2094812	10090.ENSMUSP00000027174	10090.ENSMUSP00000020270	0	0	0	0	0	0.322	0	0.264	0.480
Vrk2	Atr	2106606	2099316	10090.ENSMUSP00000077471	10090.ENSMUSP00000034980	0	0	0	0	0	0.320	0	0.267	0.480
Gmppb	Pmm2	2099694	2095817	10090.ENSMUSP00000036898	10090.ENSMUSP00000023396	0	0	0	0	0	0	0	0.480	0.480
Prkg1	Kras	2105868	2098474	10090.ENSMUSP00000073268	10090.ENSMUSP00000032399	0	0	0	0	0	0.141	0	0.419	0.479
Gm12597	Ifih1	2110396	2097157	10090.ENSMUSP00000099873	10090.ENSMUSP00000028259	0	0	0	0	0	0	0	0.479	0.479
Rgs9bp	Guca1a	2104666	2103850	10090.ENSMUSP00000065511	10090.ENSMUSP00000060027	0	0	0	0	0	0	0	0.479	0.479
Cd7	H2-K1	2096529	2096205	10090.ENSMUSP00000026159	10090.ENSMUSP00000025181	0	0	0	0	0	0.411	0	0.152	0.479
Mapk4	Gnai1	2108273	2106032	10090.ENSMUSP00000089462	10090.ENSMUSP00000074259	0	0	0	0	0	0.115	0	0.436	0.479
Inhba	Kras	2101745	2098474	10090.ENSMUSP00000047894	10090.ENSMUSP00000032399	0	0	0	0	0	0.105	0	0.442	0.479
Myh6	Coro1c	2107169	2093624	10090.ENSMUSP00000080538	10090.ENSMUSP00000004646	0	0	0	0	0	0.243	0	0.340	0.479
Ube3b	Rad23a	2105924	2093554	10090.ENSMUSP00000073652	10090.ENSMUSP00000003911	0	0	0	0	0	0.314	0	0.271	0.478
Dnajb14	Hsp90b1	2108041	2094799	10090.ENSMUSP00000087641	10090.ENSMUSP00000020238	0	0	0	0	0	0.169	0	0.397	0.477
Dnajb3	Hsp90b1	2112276	2094799	10090.ENSMUSP00000112703	10090.ENSMUSP00000020238	0	0	0	0	0	0.169	0	0.397	0.477
Gm7536	Rplp1	2106465	2093941	10090.ENSMUSP00000076607	10090.ENSMUSP00000008036	0	0	0	0	0	0.423	0	0.131	0.477
Gnai1	Rheb	2106032	2097962	10090.ENSMUSP00000074259	10090.ENSMUSP00000030787	0	0	0	0	0	0.167	0	0.398	0.477
Acaca	Rad51l3	2094986	2094584	10090.ENSMUSP00000020843	10090.ENSMUSP00000018985	0	0	0	0	0	0.115	0	0.433	0.476
Hist1h2an	Myst3	2108261	2099943	10090.ENSMUSP00000089345	10090.ENSMUSP00000038181	0	0	0	0	0	0.214	0	0.360	0.475
mt-Cytb	Myh6	2107259	2107169	10090.ENSMUSP00000081003	10090.ENSMUSP00000080538	0	0	0	0	0	0.395	0	0.168	0.475
Chml	Kras	2110553	2098474	10090.ENSMUSP00000100600	10090.ENSMUSP00000032399	0	0	0	0	0	0.316	0	0.262	0.474
Kras	Fgf17	2098474	2095593	10090.ENSMUSP00000032399	10090.ENSMUSP00000022697	0	0	0	0	0	0.104	0	0.436	0.473
Gm4340	Tpr	2114038	2112673	10090.ENSMUSP00000130793	10090.ENSMUSP00000117616	0	0	0	0	0	0.417	0	0.134	0.473
Bub3	Mapre2	2107328	2096195	10090.ENSMUSP00000081547	10090.ENSMUSP00000025127	0	0	0	0	0	0.300	0	0.277	0.472
Dnajc25	Yars	2108738	2093226	10090.ENSMUSP00000092680	10090.ENSMUSP00000001365	0	0	0	0	0	0.063	0	0.460	0.472
Syt15	Snap29	2099672	2095830	10090.ENSMUSP00000036755	10090.ENSMUSP00000023449	0	0	0	0	0	0.407	0	0.146	0.472
Dnajb14	Yars	2108041	2093226	10090.ENSMUSP00000087641	10090.ENSMUSP00000001365	0	0	0	0	0	0.063	0	0.460	0.472
Gm3550	Mrpl22	2110572	2094979	10090.ENSMUSP00000100655	10090.ENSMUSP00000020820	0	0	0	0	0	0.460	0	0.063	0.472
Dnajb3	Yars	2112276	2093226	10090.ENSMUSP00000112703	10090.ENSMUSP00000001365	0	0	0	0	0	0.063	0	0.460	0.472
Dnaja3	Yars	2102787	2093226	10090.ENSMUSP00000053842	10090.ENSMUSP00000001365	0	0	0	0	0	0.063	0	0.460	0.472
ENSMUSG00000060673	U2af1	2106905	2094217	10090.ENSMUSP00000078984	10090.ENSMUSP00000014684	0	0	0	0	0	0.115	0	0.427	0.471
Akt3	Rps27a	2111503	2110414	10090.ENSMUSP00000106789	10090.ENSMUSP00000099908	0	0	0	0	0	0.048	0	0.468	0.471
Taf1a	Gtf3c5	2109059	2097119	10090.ENSMUSP00000094808	10090.ENSMUSP00000028157	0	0	0	0	0	0	0	0.471	0.471
Slc38a1	Scn11a	2107825	2104661	10090.ENSMUSP00000085799	10090.ENSMUSP00000065466	0	0	0	0	0	0	0	0.470	0.470
Defb33	Defb9	2109485	2102835	10090.ENSMUSP00000096507	10090.ENSMUSP00000054085	0	0	0	0	0	0	0	0.470	0.470
Hdac10	Hsp90aa1	2107227	2095266	10090.ENSMUSP00000080832	10090.ENSMUSP00000021698	0	0	0	0	0	0.047	0	0.465	0.469
Rpl21-ps4	Rps23	2106932	2102909	10090.ENSMUSP00000079127	10090.ENSMUSP00000054490	0	0	0	0	0	0.397	0	0.156	0.469
Fgf4	Actl6a	2103297	2097452	10090.ENSMUSP00000056752	10090.ENSMUSP00000029214	0	0	0	0	0	0	0	0.469	0.469
Cyp2c67	Aifm3	2104711	2095829	10090.ENSMUSP00000065796	10090.ENSMUSP00000023448	0	0	0	0	0	0	0	0.468	0.468
Cyp26c1	Aifm3	2105834	2095829	10090.ENSMUSP00000073105	10090.ENSMUSP00000023448	0	0	0	0	0	0	0	0.468	0.468
Myh6	Actr3	2107169	2096947	10090.ENSMUSP00000080538	10090.ENSMUSP00000027579	0	0	0	0	0	0.304	0	0.268	0.468
Cyp2d34	Aifm3	2111271	2095829	10090.ENSMUSP00000105141	10090.ENSMUSP00000023448	0	0	0	0	0	0	0	0.468	0.468
Actg2	Myo6	2106112	2099575	10090.ENSMUSP00000074658	10090.ENSMUSP00000036181	0	0	0	0	0	0.304	0	0.267	0.468
